description,vlan,usage,iPv4_address,mac_address,port,connected_to,last_seen,location,model,code
antMiner-260,1303,46.7 MB,10.13.21.86,cc:73:2b:75:d6:a8,3,M13-POD3-22-sw,4/14/2022 00:45,#NAME?,Antminer T17 (vnish 2.0.4), T17 
antMiner-280,1303,46.4 MB,10.13.21.88,a6:f9:92:03:8b:11,3,M13-POD3-23-sw,4/14/2022 00:45,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-302,1303,45.9 MB,10.13.21.89,34:ac:01:15:e6:4b,5,M13-POD3-23-sw,4/14/2022 00:45,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-272,1303,45.9 MB,10.13.21.91,84:d3:eb:d3:c0:f1,2,M13-POD3-24-sw,4/14/2022 00:45,#NAME?,Antminer T17 (vnish 2.0.4), T17 
antMiner-271,1303,45.8 MB,10.13.21.92,ce:74:96:9e:08:9a,5,M13-POD3-24-sw,4/14/2022 00:45,#NAME?,Antminer T17 (vnish 2.0.4), T17 
antMiner-262,1303,46.7 MB,10.13.21.96,30:8a:8e:78:f7:ee,1,M13-POD3-26-sw,4/14/2022 00:46,#NAME?,Antminer T17 (vnish 2.0.4), T17 
antMiner-62,1303,50.9 MB,10.13.21.97,5a:a7:73:eb:3b:7d,3,M13-POD3-27-sw,4/14/2022 00:46,#NAME?,Antminer T17 (vnish 2.0.4), T17 
antMiner-555,1303,45.0 MB,10.13.21.107,32:c0:6f:f9:1f:ca,16,M13-POD3-03-sw,4/14/2022 00:46,#NAME?,Antminer T17 (vnish 2.0.4), T17 
antMiner-425,1303,52.9 MB,10.13.21.151,aa:0d:c0:ef:27:1e,20,M13-POD3-02-sw,4/14/2022 00:46,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-24,1303,38.1 MB,10.13.21.201,3e:93:cb:2a:5b:82,4,M13-POD3-01-sw,4/14/2022 00:45,#NAME?,Antminer T17 (vnish 2.0.4), T17 
antMiner-312,1303,48.2 MB,10.13.21.204,c0:87:c4:50:1b:f6,11,M13-POD3-11-sw,4/14/2022 00:46,#NAME?,Antminer T17 (vnish 2.0.4), T17 
antMiner-274,1303,46.4 MB,10.13.21.211,c6:98:76:1b:7a:9b,11,M13-POD3-33-sw,4/14/2022 00:46,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-266,1303,45.2 MB,10.13.21.212,e8:e4:26:69:e4:b9,4,M13-POD3-32-sw,4/14/2022 00:46,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-316,1303,48.1 MB,10.13.21.218,ba:1a:26:93:39:5b,4,M13-POD3-30-sw,4/14/2022 00:46,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-433,1303,44.7 MB,10.13.21.224,e2:49:f6:b1:80:9f,2,M13-POD3-29-sw,4/14/2022 00:45,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-416,1303,42.6 MB,10.13.21.225,ec:29:84:46:24:b6,12,M13-POD3-28-sw,4/14/2022 00:45,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-422,1303,46.3 MB,10.13.21.226,94:57:dc:99:b4:ef,4,M13-POD3-28-sw,4/14/2022 00:45,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-477,1303,54.1 MB,10.13.21.227,5c:47:c5:f7:65:16,3,M13-POD3-28-sw,4/14/2022 00:45,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-462,1303,43.4 MB,10.13.21.228,fc:dc:0f:85:6d:6f,2,M13-POD3-28-sw,4/14/2022 00:45,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-482,1303,52.8 MB,10.13.21.230,68:a5:7e:53:13:df,18,M13-POD3-02-sw,4/14/2022 00:46,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-432,1303,44.0 MB,10.13.21.232,12:bd:6c:ae:d5:ba,16,M13-POD3-26-sw,4/14/2022 00:46,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-299,1303,45.9 MB,10.13.21.233,fc:ea:7d:1a:33:e9,2,M13-POD3-26-sw,4/14/2022 00:46,#NAME?,Antminer S17+ (vnish 2.0.4), S17+
antMiner-322,1303,44.0 MB,10.13.21.234,4a:6e:98:d9:14:c7,4,M13-POD3-26-sw,4/14/2022 00:46,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-28,1303,55.3 MB,10.13.21.236,6c:f7:97:27:cb:c8,3,M13-POD3-25-sw,4/14/2022 00:46,#NAME?,Antminer S17+ (vnish 2.0.4), S17+
antMiner-277,1303,46.8 MB,10.13.21.239,7a:4d:f4:42:a1:5b,4,M13-POD3-24-sw,4/14/2022 00:45,#NAME?,Antminer S17+ (vnish 2.0.4), S17+
antMiner-315,1303,43.7 MB,10.13.21.240,6c:e5:59:a2:e9:3f,3,M13-POD3-24-sw,4/14/2022 00:45,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-530,1303,48.9 MB,10.13.21.242,1a:0d:3e:2e:19:0d,4,M13-POD3-23-sw,4/14/2022 00:45,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-318,1303,45.4 MB,10.13.21.244,1e:15:28:4b:c5:d9,5,M13-POD3-22-sw,4/14/2022 00:45,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-487,1303,46.2 MB,10.13.21.245,3a:8b:f6:da:fa:03,2,M13-POD3-22-sw,4/14/2022 00:45,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-252,1303,45.0 MB,10.13.21.246,90:a0:41:d7:1c:a4,4,M13-POD3-21-sw,4/14/2022 00:46,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-326,1303,44.4 MB,10.13.21.247,74:9b:bc:01:ea:a7,2,M13-POD3-21-sw,4/14/2022 00:46,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-426,1303,54.7 MB,10.13.21.248,f8:63:5b:f9:7d:5b,5,M13-POD3-20-sw,4/14/2022 00:46,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-7,1303,40.9 MB,10.13.21.249,2c:6b:96:2b:a7:ea,4,M13-POD3-20-sw,4/14/2022 00:46,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-289,1303,45.1 MB,10.13.21.250,d6:14:d4:51:52:85,3,M13-POD3-20-sw,4/14/2022 00:46,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-292,1303,46.4 MB,10.13.21.251,58:9e:a1:18:29:c7,2,M13-POD3-20-sw,4/14/2022 00:46,#NAME?,Antminer S17+ (vnish 2.0.4), S17+
antMiner-486,1303,46.8 MB,10.13.21.252,04:ee:8b:2e:b1:58,1,M13-POD3-20-sw,4/14/2022 00:46,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-488,1303,45.1 MB,10.13.21.254,98:85:ee:4a:e4:da,4,M13-POD3-19-sw,4/14/2022 00:45,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-448,1303,57.6 MB,10.13.21.255,60:b1:48:3c:de:bb,3,M13-POD3-19-sw,4/14/2022 00:45,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-264,1303,46.8 MB,10.13.22.0,bc:b7:78:72:74:c3,2,M13-POD3-19-sw,4/14/2022 00:45,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-269,1303,46.8 MB,10.13.22.2,88:ee:ff:ff:0d:3d,2,M13-POD3-18-sw,4/14/2022 00:45,#NAME?,Antminer S17+ (vnish 2.0.4), S17+
antMiner-412,1303,47.9 MB,10.13.22.3,78:a9:0d:ca:52:59,5,M13-POD3-17-sw,4/14/2022 00:46,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-381,1303,41.1 MB,10.13.22.4,96:80:d1:f3:4a:58,4,M13-POD3-17-sw,4/14/2022 00:46,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-297,1303,47.0 MB,10.13.22.5,06:b5:1c:f6:72:55,2,M13-POD3-17-sw,4/14/2022 00:46,#NAME?,Antminer S17+ (vnish 2.0.4), S17+
antMiner-489,1303,50.7 MB,10.13.22.6,50:89:bb:84:b8:5b,4,M13-POD3-16-sw,4/14/2022 00:46,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-473,1303,53.0 MB,10.13.22.7,b0:56:d1:71:95:10,2,M13-POD3-16-sw,4/14/2022 00:46,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-497,1303,51.5 MB,10.13.22.8,9e:3c:e3:a5:f6:88,5,M13-POD3-15-sw,4/14/2022 00:46,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-458,1303,43.6 MB,10.13.22.9,d0:65:93:2e:2b:50,4,M13-POD3-15-sw,4/14/2022 00:46,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-284,1303,46.6 MB,10.13.22.10,d6:31:25:ae:36:c3,3,M13-POD3-15-sw,4/14/2022 00:46,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-494,1303,58.7 MB,10.13.22.11,0e:38:f1:57:b1:47,2,M13-POD3-15-sw,4/14/2022 00:46,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-72,1303,44.4 MB,10.13.22.29,cc:11:49:00:c0:c1,3,M13-POD3-01-sw,4/14/2022 00:45,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-518,1303,50.9 MB,10.13.22.49,3c:46:57:eb:01:71,2,M13-POD3-13-sw,4/14/2022 00:46,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-285,1303,45.6 MB,10.13.22.50,18:e6:2f:0b:05:13,5,M13-POD3-01-sw,4/14/2022 00:45,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-279,1303,46.4 MB,10.13.22.51,94:0f:ba:fb:e1:56,2,M13-POD3-02-sw,4/14/2022 00:46,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-413,1303,45.1 MB,10.13.22.52,a6:6d:48:d6:c5:90,4,M13-POD3-02-sw,4/14/2022 00:46,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-483,1303,43.6 MB,10.13.22.54,2e:5d:d1:c7:37:58,2,M13-POD3-03-sw,4/14/2022 00:46,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-444,1303,46.7 MB,10.13.22.55,74:a1:f1:c7:4e:76,3,M13-POD3-03-sw,4/14/2022 00:46,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-320,1303,42.6 MB,10.13.22.56,da:92:c7:18:8d:36,4,M13-POD3-03-sw,4/14/2022 00:46,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-463,1303,47.7 MB,10.13.22.58,0c:eb:68:36:4f:6a,2,M13-POD3-04-sw,4/14/2022 00:45,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-324,1303,47.1 MB,10.13.22.59,7c:7f:f8:6c:6c:a4,4,M13-POD3-04-sw,4/14/2022 00:45,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-499,1303,59.6 MB,10.13.22.62,72:5f:62:21:3d:c4,2,M13-POD3-06-sw,4/14/2022 00:45,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-382,1303,43.1 MB,10.13.22.63,2a:05:45:9b:4b:1a,3,M13-POD3-05-sw,4/14/2022 00:45,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-298,1303,46.9 MB,10.13.22.65,90:79:5a:08:d9:87,4,M13-POD3-05-sw,4/14/2022 00:45,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-500,1303,55.1 MB,10.13.22.66,16:14:d2:3c:fe:ad,4,M13-POD3-07-sw,4/14/2022 00:45,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-438,1303,64.0 MB,10.13.22.67,82:9e:00:05:e5:80,2,M13-POD3-07-sw,4/14/2022 00:46,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-391,1303,43.7 MB,10.13.22.68,b2:b2:ed:1f:7b:65,4,M13-POD3-08-sw,4/14/2022 00:46,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-474,1303,44.1 MB,10.13.22.69,20:0f:f3:e5:3a:78,19,M13-POD3-09-sw,4/14/2022 00:45,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-504,1303,63.0 MB,10.13.22.70,ae:6a:51:50:6a:d4,16,M13-POD3-13-sw,4/14/2022 00:46,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-507,1303,51.7 MB,10.13.22.71,68:de:ec:86:02:80,2,M13-POD3-08-sw,4/14/2022 00:46,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-529,1303,50.2 MB,10.13.22.72,72:5f:16:ca:30:d4,1,M13-POD3-12-sw,4/14/2022 00:45,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-281,1303,41.3 MB,10.13.22.74,62:aa:67:42:d0:89,4,M13-POD3-12-sw,4/14/2022 00:45,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-524,1303,54.1 MB,10.13.22.75,ae:23:22:b0:0b:52,12,M13-POD3-09-sw,4/14/2022 00:45,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-472,1303,43.5 MB,10.13.22.77,72:c0:86:bb:92:b0,5,M13-POD3-10-sw,4/14/2022 00:46,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-539,1303,48.9 MB,10.13.22.78,40:e1:e5:b9:a1:7f,2,M13-POD3-09-sw,4/14/2022 00:45,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-521,1303,60.3 MB,10.13.22.79,8e:03:54:6d:c5:8b,19,M13-POD3-11-sw,4/14/2022 00:46,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-457,1303,44.7 MB,10.13.22.80,3a:9b:b4:05:8d:2a,4,M13-POD3-09-sw,4/14/2022 00:45,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-546,1303,43.6 MB,10.13.22.81,0e:7c:5e:ca:b7:29,2,M13-POD3-11-sw,4/14/2022 00:46,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-535,1303,53.5 MB,10.13.22.82,50:cc:5d:8b:8d:52,4,M13-POD3-11-sw,4/14/2022 00:46,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-455,1303,44.8 MB,10.13.22.83,0a:e3:2b:c3:36:1c,12,M13-POD3-10-sw,4/14/2022 00:46,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-528,1303,43.5 MB,10.13.22.84,5a:f2:2d:12:04:f2,11,M13-POD3-10-sw,4/14/2022 00:46,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-296,1303,46.2 MB,10.13.22.85,b4:d2:8a:8f:45:08,2,M13-POD3-10-sw,4/14/2022 00:46,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-490,1303,45.7 MB,10.13.22.86,ea:88:a9:49:15:c0,4,M13-POD3-10-sw,4/14/2022 00:46,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-523,1303,50.2 MB,10.13.22.87,20:87:5d:2d:b6:0e,3,M13-POD3-13-sw,4/14/2022 00:46,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-105,1303,58.8 MB,10.13.22.88,fc:d5:1d:dc:63:46,4,M13-POD3-13-sw,4/14/2022 00:46,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-534,1303,56.2 MB,10.13.22.89,c8:fe:a7:79:ed:61,2,M13-POD3-14-sw,4/14/2022 00:45,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-293,1303,46.1 MB,10.13.22.90,d2:a8:4c:69:8e:cc,4,M13-POD3-14-sw,4/14/2022 00:45,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-288,1303,46.5 MB,10.13.22.91,4e:2c:e7:fc:e2:6f,4,M13-POD3-22-sw,4/14/2022 00:45,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-532,1303,52.3 MB,10.13.22.94,00:52:e8:ff:82:3e,8,M13-POD3-32-sw,4/14/2022 00:46,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-434,1303,43.7 MB,10.13.22.95,7c:7b:ae:3b:5a:26,19,M13-POD3-29-sw,4/14/2022 00:45,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-465,1303,58.9 MB,10.13.22.96,d6:79:a4:47:d5:d0,17,M13-POD3-02-sw,4/14/2022 00:46,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-519,1303,54.9 MB,10.13.22.97,a4:ac:61:8c:6e:06,7,M13-POD3-17-sw,4/14/2022 00:46,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-294,1303,44.9 MB,10.13.22.98,86:fb:49:0a:02:2e,14,M13-POD3-16-sw,4/14/2022 00:46,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-508,1303,45.7 MB,10.13.22.100,a4:24:3e:8d:1e:a8,20,M13-POD3-01-sw,4/14/2022 00:45,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-418,1303,44.4 MB,10.13.22.101,d4:65:d5:4e:b1:58,19,M13-POD3-01-sw,4/14/2022 00:45,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-509,1303,53.7 MB,10.13.22.102,f8:d3:d2:05:27:df,10,M13-POD3-01-sw,4/14/2022 00:45,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
antMiner-517,1303,59.0 MB,10.13.22.103,c2:52:bb:d5:5f:5b,7,M13-POD3-01-sw,4/14/2022 00:45,#NAME?,Antminer T17+ (vnish 2.0.4), T17+
Avalon316990,1303,29.4 MB,10.13.22.147,b4:a2:eb:31:69:90,23,M13-POD3-01-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon315A94,1303,30.2 MB,10.13.22.148,b4:a2:eb:31:5a:94,22,M13-POD3-01-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon315543,1303,29.4 MB,10.13.22.149,b4:a2:eb:31:55:43,21,M13-POD3-01-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon316ACE,1303,27.5 MB,10.13.22.150,b4:a2:eb:31:6a:ce,28,M13-POD3-01-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon315DF8,1303,29.4 MB,10.13.22.151,b4:a2:eb:31:5d:f8,27,M13-POD3-01-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon313EAB,1303,30.2 MB,10.13.22.152,b4:a2:eb:31:3e:ab,26,M13-POD3-01-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon3181A2,1303,38.5 MB,10.13.22.153,b4:a2:eb:31:81:a2,29,M13-POD3-01-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon313544,1303,27.9 MB,10.13.22.154,b4:a2:eb:31:35:44,30,M13-POD3-01-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon315AAF,1303,28.1 MB,10.13.22.155,b4:a2:eb:31:5a:af,24,M13-POD3-01-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon316677,1303,38.4 MB,10.13.22.156,b4:a2:eb:31:66:77,25,M13-POD3-01-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon3188E6,1303,30.1 MB,10.13.22.158,b4:a2:eb:31:88:e6,22,M13-POD3-02-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon31699E,1303,29.9 MB,10.13.22.159,b4:a2:eb:31:69:9e,23,M13-POD3-02-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon31573B,1303,32.9 MB,10.13.22.160,b4:a2:eb:31:57:3b,30,M13-POD3-02-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon316E88,1303,27.2 MB,10.13.22.161,b4:a2:eb:31:6e:88,28,M13-POD3-02-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon31632D,1303,31.1 MB,10.13.22.162,b4:a2:eb:31:63:2d,29,M13-POD3-02-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon318594,1303,28.6 MB,10.13.22.163,b4:a2:eb:31:85:94,27,M13-POD3-02-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon313546,1303,30.0 MB,10.13.22.164,b4:a2:eb:31:35:46,26,M13-POD3-02-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon316A4D,1303,30.4 MB,10.13.22.165,b4:a2:eb:31:6a:4d,25,M13-POD3-02-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon312CA8,1303,31.4 MB,10.13.22.167,b4:a2:eb:31:2c:a8,30,M13-POD3-03-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon3139C3,1303,29.3 MB,10.13.22.168,b4:a2:eb:31:39:c3,29,M13-POD3-03-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon313EB9,1303,31.3 MB,10.13.22.169,b4:a2:eb:31:3e:b9,28,M13-POD3-03-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon318FBD,1303,29.5 MB,10.13.22.170,b4:a2:eb:31:8f:bd,27,M13-POD3-03-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon318F21,1303,29.0 MB,10.13.22.171,b4:a2:eb:31:8f:21,26,M13-POD3-03-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon317754,1303,29.2 MB,10.13.22.172,b4:a2:eb:31:77:54,25,M13-POD3-03-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon313ABF,1303,29.5 MB,10.13.22.173,b4:a2:eb:31:3a:bf,24,M13-POD3-03-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon318F94,1303,31.5 MB,10.13.22.174,b4:a2:eb:31:8f:94,23,M13-POD3-03-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon3163E0,1303,31.2 MB,10.13.22.175,b4:a2:eb:31:63:e0,22,M13-POD3-03-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon315AE5,1303,35.0 MB,10.13.22.176,b4:a2:eb:31:5a:e5,21,M13-POD3-03-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon313AE7,1303,30.4 MB,10.13.22.177,b4:a2:eb:31:3a:e7,28,M13-POD3-04-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon313BED,1303,29.9 MB,10.13.22.178,b4:a2:eb:31:3b:ed,27,M13-POD3-04-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon3166AF,1303,37.5 MB,10.13.22.180,b4:a2:eb:31:66:af,21,M13-POD3-04-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon3181A5,1303,30.2 MB,10.13.22.181,b4:a2:eb:31:81:a5,22,M13-POD3-04-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon3131F7,1303,30.0 MB,10.13.22.182,b4:a2:eb:31:31:f7,23,M13-POD3-04-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon317FEF,1303,28.9 MB,10.13.22.183,b4:a2:eb:31:7f:ef,29,M13-POD3-04-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon315FBD,1303,31.8 MB,10.13.22.184,b4:a2:eb:31:5f:bd,30,M13-POD3-04-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon315AE3,1303,29.6 MB,10.13.22.185,b4:a2:eb:31:5a:e3,25,M13-POD3-04-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon318FBF,1303,29.9 MB,10.13.22.186,b4:a2:eb:31:8f:bf,24,M13-POD3-04-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon31364F,1303,32.6 MB,10.13.22.187,b4:a2:eb:31:36:4f,22,M13-POD3-05-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon313952,1303,29.1 MB,10.13.22.188,b4:a2:eb:31:39:52,21,M13-POD3-05-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon31667F,1303,31.4 MB,10.13.22.189,b4:a2:eb:31:66:7f,23,M13-POD3-05-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon3134A3,1303,30.0 MB,10.13.22.190,b4:a2:eb:31:34:a3,30,M13-POD3-05-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon31621A,1303,29.3 MB,10.13.22.191,b4:a2:eb:31:62:1a,29,M13-POD3-05-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon316895,1303,30.7 MB,10.13.22.192,b4:a2:eb:31:68:95,28,M13-POD3-05-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon3139F9,1303,30.0 MB,10.13.22.193,b4:a2:eb:31:39:f9,27,M13-POD3-05-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon3160F5,1303,28.8 MB,10.13.22.194,b4:a2:eb:31:60:f5,26,M13-POD3-05-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon315DAD,1303,31.9 MB,10.13.22.195,b4:a2:eb:31:5d:ad,25,M13-POD3-05-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon313483,1303,30.4 MB,10.13.22.196,b4:a2:eb:31:34:83,24,M13-POD3-05-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon318CDC,1303,28.7 MB,10.13.22.197,b4:a2:eb:31:8c:dc,30,M13-POD3-06-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon313DEC,1303,30.2 MB,10.13.22.198,b4:a2:eb:31:3d:ec,29,M13-POD3-06-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon31324B,1303,36.7 MB,10.13.22.199,b4:a2:eb:31:32:4b,28,M13-POD3-06-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon3150B8,1303,29.4 MB,10.13.22.200,b4:a2:eb:31:50:b8,27,M13-POD3-06-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon318EF1,1303,31.0 MB,10.13.22.201,b4:a2:eb:31:8e:f1,26,M13-POD3-06-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon313526,1303,30.4 MB,10.13.22.202,b4:a2:eb:31:35:26,24,M13-POD3-06-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon316225,1303,29.9 MB,10.13.22.203,b4:a2:eb:31:62:25,25,M13-POD3-06-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon313907,1303,30.0 MB,10.13.22.204,b4:a2:eb:31:39:07,23,M13-POD3-06-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon3138C8,1303,29.7 MB,10.13.22.205,b4:a2:eb:31:38:c8,22,M13-POD3-06-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
