description,vlan,usage,iPv4_address,mac_address,port,connected_to,last_seen,location,model,code
antMiner-346,1202,44.9 MB,10.12.1.100,74:5d:28:f4:73:21,20,M12-POD2-07-sw,4/14/2022 00:39,M12-POD2-7-4-5,Antminer T17+ (vnish 2.0.4), T17+
antMiner-110,1202,47.6 MB,10.12.1.101,62:97:85:4d:14:bd,11,M12-POD2-07-sw,4/14/2022 00:39,M12-POD2-7-3-1,Antminer T17+ (vnish 2.0.4), T17+
antMiner,1202,46.5 MB,10.12.1.103,e2:28:8e:37:1b:11,17,M12-POD2-01-sw,4/14/2022 00:39,M12-POD2-1-4-2,Antminer T17+ (vnish 2.0.4), T17+
antMiner-155,1202,60.1 MB,10.12.1.104,26:83:5c:35:0d:c2,13,M12-POD2-02-sw,4/14/2022 00:39,M12-POD2-2-3-3,Antminer T17+ (vnish 2.0.4), T17+
antMiner-329,1202,44.3 MB,10.12.1.106,94:8d:a2:3b:28:53,12,M12-POD2-03-sw,4/14/2022 00:39,M12-POD2-3-3-2,Antminer T17+ (vnish 2.0.4), T17+
antMiner-132,1202,58.5 MB,10.12.1.107,96:d9:c3:04:80:9b,18,M12-POD2-03-sw,4/14/2022 00:39,M12-POD2-3-4-3,Antminer T17+ (vnish 2.0.4), T17+
antMiner-138,1202,46.8 MB,10.12.1.109,7c:9c:20:8a:19:58,7,M12-POD2-11-sw,4/14/2022 00:39,M12-POD2-11-2-2,Antminer T17+ (vnish 2.0.4), T17+
antMiner-78,1202,46.9 MB,10.12.1.110,a0:42:0c:cc:9f:51,6,M12-POD2-03-sw,4/14/2022 00:39,M12-POD2-3-2-1,Antminer T17+ (vnish 2.0.4), T17+
antMiner-295,1202,45.3 MB,10.12.1.111,b2:13:28:f8:71:9f,18,M12-POD2-10-sw,4/14/2022 00:39,M12-POD2-10-4-3,Antminer T17+ (vnish 2.0.4), T17+
antMiner-280,1202,44.5 MB,10.12.1.112,68:8e:0e:04:50:f5,9,M12-POD2-10-sw,4/14/2022 00:39,M12-POD2-10-2-4,Antminer T17+ (vnish 2.0.4), T17+
antMiner-272,1202,45.3 MB,10.12.1.113,66:93:1b:62:f8:88,1,M12-POD2-03-sw,4/14/2022 00:39,M12-POD2-3-1-1,Antminer T17+ (vnish 2.0.4), T17+
antMiner-300,1202,45.3 MB,10.12.1.114,56:e3:76:05:44:11,3,M12-POD2-09-sw,4/14/2022 00:39,M12-POD2-9-1-3,Antminer T17+ (vnish 2.0.4), T17+
antMiner-242,1202,44.5 MB,10.12.1.115,b6:12:01:48:fd:03,10,M12-POD2-09-sw,4/14/2022 00:39,M12-POD2-9-2-5,Antminer T17+ (vnish 2.0.4), T17+
antMiner-228,1202,53.1 MB,10.12.1.116,88:c9:88:f4:c3:e2,9,M12-POD2-06-sw,4/14/2022 00:39,M12-POD2-6-2-4,Antminer T17+ (vnish 2.0.4), T17+
antMiner-353,1202,54.6 MB,10.12.1.117,9c:9b:0f:b6:b1:1f,15,M12-POD2-05-sw,4/14/2022 00:39,M12-POD2-5-3-5,Antminer T17+ (vnish 2.0.4), T17+
antMiner-10,1202,52.6 MB,10.12.1.118,de:ed:d4:43:86:a3,20,M12-POD2-05-sw,4/14/2022 00:39,M12-POD2-5-4-5,Antminer T17+ (vnish 2.0.4), T17+
antMiner-294,1202,55.2 MB,10.12.1.119,3c:c0:10:1c:7f:f1,19,M12-POD2-05-sw,4/14/2022 00:39,M12-POD2-5-4-4,Antminer T17+ (vnish 2.0.4), T17+
antMiner-62,1202,46.9 MB,10.12.1.120,ce:f6:42:82:94:2f,9,M12-POD2-05-sw,4/14/2022 00:39,M12-POD2-5-2-4,Antminer T17+ (vnish 2.0.4), T17+
antMiner-122,1202,46.6 MB,10.12.1.121,9e:f6:30:8b:f8:52,3,M12-POD2-04-sw,4/14/2022 00:39,M12-POD2-4-1-3,Antminer T17+ (vnish 2.0.4), T17+
antMiner-336,1202,44.8 MB,10.12.1.122,1e:16:84:6a:26:9f,18,M12-POD2-04-sw,4/14/2022 00:39,M12-POD2-4-4-3,Antminer T17+ (vnish 2.0.4), T17+
antMiner-6,1202,47.1 MB,10.12.1.124,c0:5f:d9:3c:ba:67,6,M12-POD2-04-sw,4/14/2022 00:39,M12-POD2-4-2-1,Antminer T17+ (vnish 2.0.4), T17+
antMiner-152,1202,67.3 MB,10.12.1.125,b2:ba:cd:06:3b:b2,7,M12-POD2-04-sw,4/14/2022 00:39,M12-POD2-4-2-2,Antminer T17+ (vnish 2.0.4), T17+
antMiner-322,1202,27.6 MB,10.12.1.126,5e:d4:5b:25:56:ee,17,M12-POD2-04-sw,4/13/2022 12:03,M12-POD2-4-4-2,Idle,Idle
antMiner-86,1202,48.0 MB,10.12.1.132,7c:62:4e:68:c4:b0,3,M12-POD2-11-sw,4/14/2022 00:39,M12-POD2-11-1-3,Antminer T17+ (vnish 2.0.4), T17+
antMiner-365,1202,48.0 MB,10.12.1.133,04:c2:47:84:b0:06,2,M12-POD2-11-sw,4/14/2022 00:39,M12-POD2-11-1-2,Antminer T17+ (vnish 2.0.4), T17+
antMiner-126,1202,46.8 MB,10.12.1.136,42:5e:0c:27:21:a5,10,M12-POD2-11-sw,4/14/2022 00:39,M12-POD2-11-2-5,Antminer S17+ (vnish 2.0.4), S17+
antMiner-24,1202,47.5 MB,10.12.1.138,a8:7a:c3:05:76:a5,8,M12-POD2-11-sw,4/14/2022 00:39,M12-POD2-11-2-3,Antminer S17+ (vnish 2.0.4), S17+
antMiner-89,1202,47.7 MB,10.12.1.140,7e:67:84:7c:35:d9,20,M12-POD2-12-sw,4/14/2022 00:39,M12-POD2-12-4-5,Antminer T17+ (vnish 2.0.4), T17+
antMiner-27,1202,45.5 MB,10.12.1.141,32:c0:f7:f7:a5:2e,19,M12-POD2-12-sw,4/14/2022 00:39,M12-POD2-12-4-4,Antminer T17+ (vnish 2.0.4), T17+
antMiner-333,1202,46.1 MB,10.12.1.142,d6:ec:d0:98:2f:42,15,M12-POD2-12-sw,4/14/2022 00:39,M12-POD2-12-3-5,Antminer T17+ (vnish 2.0.4), T17+
antMiner-312,1202,45.3 MB,10.12.1.143,f2:d6:fc:bc:b7:50,14,M12-POD2-12-sw,4/14/2022 00:39,M12-POD2-12-3-4,Antminer T17+ (vnish 2.0.4), T17+
antMiner-148,1202,45.4 MB,10.12.1.145,b0:48:d4:a7:1d:44,20,M12-POD2-13-sw,4/14/2022 00:39,M12-POD2-13-4-5,Antminer T17+ (vnish 2.0.4), T17+
antMiner-80,1202,48.2 MB,10.12.1.146,32:1f:ae:fb:a1:97,19,M12-POD2-13-sw,4/14/2022 00:39,M12-POD2-13-4-4,Antminer T17+ (vnish 2.0.4), T17+
antMiner-124,1202,46.8 MB,10.12.1.147,68:66:34:36:7d:8f,15,M12-POD2-13-sw,4/14/2022 00:39,M12-POD2-13-3-5,Antminer S17+ (vnish 2.0.4), S17+
antMiner-118,1202,47.3 MB,10.12.1.150,1a:d4:1b:77:18:83,3,M12-POD2-14-sw,4/14/2022 00:39,M12-POD2-14-1-3,Antminer S17+ (vnish 2.0.4), S17+
antMiner-56,1202,46.6 MB,10.12.1.151,ba:64:fa:70:e2:e9,20,M12-POD2-14-sw,4/14/2022 00:39,M12-POD2-14-4-5,Antminer S17+ (vnish 2.0.4), S17+
antMiner-82,1202,47.0 MB,10.12.1.152,8c:64:88:09:cd:10,19,M12-POD2-14-sw,4/14/2022 00:39,M12-POD2-14-4-4,Antminer S17+ (vnish 2.0.4), S17+
antMiner-2,1202,55.4 MB,10.12.1.154,84:09:42:65:c2:65,14,M12-POD2-14-sw,4/14/2022 00:39,M12-POD2-14-3-4,Antminer S17+ (vnish 2.0.4), S17+
antMiner-287,1202,3.2 MB,10.12.1.155,7a:95:2e:91:0c:ed,12,M12-POD2-15-sw,4/14/2022 00:39,M12-POD2-15-3-2,Antminer,Stock
antMiner-121,1202,46.4 MB,10.12.1.158,1a:a7:ed:bc:26:6e,19,M12-POD2-15-sw,4/14/2022 00:39,M12-POD2-15-4-4,Antminer S17+ (vnish 2.0.4), S17+
antMiner-23,1202,46.1 MB,10.12.1.159,c6:e8:96:ce:fe:cb,15,M12-POD2-15-sw,4/14/2022 00:39,M12-POD2-15-3-5,Antminer T17+ (vnish 2.0.4), T17+
antMiner-44,1202,60.2 MB,10.12.1.160,6a:6c:2a:47:11:77,14,M12-POD2-15-sw,4/14/2022 00:39,M12-POD2-15-3-4,Antminer S17+ (vnish 2.0.4), S17+
antMiner-344,1202,45.7 MB,10.12.1.163,90:c4:da:94:75:9c,10,M12-POD2-12-sw,4/14/2022 00:39,M12-POD2-12-2-5,Antminer T17+ (vnish 2.0.4), T17+
antMiner-96,1202,44.8 MB,10.12.1.164,b4:49:29:7a:ba:1b,9,M12-POD2-12-sw,4/14/2022 00:39,M12-POD2-12-2-4,Antminer T17+ (vnish 2.0.4), T17+
antMiner-31,1202,46.1 MB,10.12.1.165,ca:53:92:ca:d0:07,16,M12-POD2-12-sw,4/14/2022 00:39,M12-POD2-12-4-1,Antminer T17+ (vnish 2.0.4), T17+
antMiner-265,1202,52.1 MB,10.12.1.167,b2:a9:07:05:6e:b9,18,M12-POD2-12-sw,4/14/2022 00:39,M12-POD2-12-4-3,Antminer T17+ (vnish 2.0.4), T17+
antMiner-172,1202,45.4 MB,10.12.1.168,0e:57:28:08:49:17,1,M12-POD2-12-sw,4/14/2022 00:39,M12-POD2-12-1-1,Antminer T17+ (vnish 2.0.4), T17+
antMiner-5,1202,45.1 MB,10.12.1.170,d0:15:84:c7:46:62,17,M12-POD2-12-sw,4/14/2022 00:39,M12-POD2-12-4-2,Antminer T17+ (vnish 2.0.4), T17+
antMiner-251,1202,53.4 MB,10.12.1.172,ea:d7:40:df:41:a3,11,M12-POD2-12-sw,4/14/2022 00:39,M12-POD2-12-3-1,Antminer S17+ (vnish 2.0.4), S17+
antMiner-15,1202,48.5 MB,10.12.1.173,b4:a6:45:d3:e4:3f,12,M12-POD2-12-sw,4/14/2022 00:39,M12-POD2-12-3-2,Antminer T17+ (vnish 2.0.4), T17+
antMiner-25,1202,47.1 MB,10.12.1.174,16:53:21:b5:21:1a,13,M12-POD2-12-sw,4/14/2022 00:39,M12-POD2-12-3-3,Antminer T17+ (vnish 2.0.4), T17+
antMiner-147,1202,48.4 MB,10.12.1.177,50:92:f4:10:21:a1,8,M12-POD2-12-sw,4/14/2022 00:39,M12-POD2-12-2-3,Antminer T17+ (vnish 2.0.4), T17+
antMiner-199,1202,45.2 MB,10.12.1.178,8a:4c:c9:73:58:e9,7,M12-POD2-12-sw,4/14/2022 00:39,M12-POD2-12-2-2,Antminer T17+ (vnish 2.0.4), T17+
antMiner-291,1202,44.7 MB,10.12.1.179,18:2f:e0:a5:69:8e,6,M12-POD2-12-sw,4/14/2022 00:39,M12-POD2-12-2-1,Antminer T17+ (vnish 2.0.4), T17+
antMiner-225,1202,2.5 MB,10.12.1.181,0a:43:e0:07:8d:13,2,M12-POD2-12-sw,4/14/2022 00:39,M12-POD2-12-1-2,Antminer,Stock
antMiner-87,1202,45.6 MB,10.12.1.183,ca:e1:dc:52:09:a1,4,M12-POD2-12-sw,4/14/2022 00:39,M12-POD2-12-1-4,Antminer S17+ (vnish 2.0.4), S17+
antMiner-107,1202,47.2 MB,10.12.1.188,ba:ea:2a:8e:a0:d7,10,M12-POD2-07-sw,4/14/2022 00:39,M12-POD2-7-2-5,Antminer S17+ (vnish 2.0.4), S17+
antMiner-315,1202,2.6 MB,10.12.1.191,bc:df:e2:88:f9:ea,9,M12-POD2-08-sw,4/14/2022 00:39,M12-POD2-8-2-4,Antminer,Stock
antMiner-40,1202,69.9 MB,10.12.1.193,68:4f:74:14:6e:2d,18,M12-POD2-14-sw,4/14/2022 00:39,M12-POD2-14-4-3,Antminer S17+ (vnish 2.0.4), S17+
antMiner-13,1202,46.9 MB,10.12.1.194,64:c4:ef:aa:a5:41,17,M12-POD2-14-sw,4/14/2022 00:39,M12-POD2-14-4-2,Antminer S17+ (vnish 2.0.4), S17+
antMiner-26,1202,45.0 MB,10.12.1.195,44:55:47:db:56:a6,16,M12-POD2-14-sw,4/14/2022 00:39,M12-POD2-14-4-1,Antminer T17+ (vnish 2.0.4), T17+
antMiner-104,1202,46.8 MB,10.12.1.199,7a:46:2a:b2:12:9d,10,M12-POD2-14-sw,4/14/2022 00:39,M12-POD2-14-2-5,Antminer T17+ (vnish 2.0.4), T17+
antMiner-51,1202,56.6 MB,10.12.1.200,42:7e:de:e6:a2:d5,9,M12-POD2-14-sw,4/14/2022 00:39,M12-POD2-14-2-4,Antminer S17+ (vnish 2.0.4), S17+
antMiner-61,1202,47.3 MB,10.12.1.201,62:63:5a:81:e5:e8,8,M12-POD2-14-sw,4/14/2022 00:39,M12-POD2-14-2-3,Antminer S17+ (vnish 2.0.4), S17+
antMiner-106,1202,46.6 MB,10.12.1.202,f0:eb:07:33:ec:5d,7,M12-POD2-14-sw,4/14/2022 00:39,M12-POD2-14-2-2,Antminer T17+ (vnish 2.0.4), T17+
antMiner-185,1202,51.6 MB,10.12.1.203,3e:85:b4:e1:6e:26,6,M12-POD2-14-sw,4/14/2022 00:39,M12-POD2-14-2-1,Antminer T17+ (vnish 2.0.4), T17+
antMiner-290,1202,44.8 MB,10.12.1.204,98:dd:02:65:b0:c7,2,M12-POD2-14-sw,4/14/2022 00:39,M12-POD2-14-1-2,Antminer T17+ (vnish 2.0.4), T17+
antMiner-72,1202,35.5 MB,10.12.1.206,be:4f:8a:14:16:2e,4,M12-POD2-14-sw,4/14/2022 00:39,M12-POD2-14-1-4,Antminer T17+ (vnish 2.0.4), T17+
antMiner-97,1202,46.5 MB,10.12.1.208,28:d0:3d:ef:8d:86,1,M12-POD2-14-sw,4/14/2022 00:39,M12-POD2-14-1-1,Antminer S17+ (vnish 2.0.4), S17+
antMiner-298,1202,48.6 MB,10.12.1.210,5a:2e:55:fa:71:e9,2,M12-POD2-13-sw,4/14/2022 00:39,M12-POD2-13-1-2,Antminer T17+ (vnish 2.0.4), T17+
antMiner-352,1202,46.4 MB,10.12.1.214,5e:21:d1:6a:29:1e,14,M12-POD2-13-sw,4/14/2022 00:39,M12-POD2-13-3-4,Antminer S17+ (vnish 2.0.4), S17+
antMiner-73,1202,46.8 MB,10.12.1.216,c6:52:51:57:6d:36,3,M12-POD2-13-sw,4/14/2022 00:39,M12-POD2-13-1-3,Antminer S17+ (vnish 2.0.4), S17+
antMiner-194,1202,68.2 MB,10.12.1.217,7e:b0:b3:5d:e4:6d,18,M12-POD2-13-sw,4/14/2022 00:39,M12-POD2-13-4-3,Antminer T17+ (vnish 2.0.4), T17+
antMiner-163,1202,50.8 MB,10.12.1.218,fe:01:57:3f:0d:2c,17,M12-POD2-13-sw,4/14/2022 00:39,M12-POD2-13-4-2,Antminer T17+ (vnish 2.0.4), T17+
antMiner-46,1202,47.9 MB,10.12.1.219,8c:97:c0:4b:e1:b3,13,M12-POD2-13-sw,4/14/2022 00:39,M12-POD2-13-3-3,Antminer T17+ (vnish 2.0.4), T17+
antMiner-125,1202,45.4 MB,10.12.1.220,84:fc:1d:66:0f:eb,12,M12-POD2-13-sw,4/14/2022 00:39,M12-POD2-13-3-2,Antminer T17+ (vnish 2.0.4), T17+
antMiner-253,1202,47.0 MB,10.12.1.221,d6:a3:49:be:b9:a4,11,M12-POD2-13-sw,4/14/2022 00:39,M12-POD2-13-3-1,Antminer T17+ (vnish 2.0.4), T17+
antMiner-42,1202,46.4 MB,10.12.1.222,18:fe:0d:ca:15:e1,10,M12-POD2-13-sw,4/14/2022 00:39,M12-POD2-13-2-5,Antminer S17+ (vnish 2.0.4), S17+
antMiner-3,1202,47.6 MB,10.12.1.224,e0:72:6c:9f:f7:ef,8,M12-POD2-13-sw,4/14/2022 00:39,M12-POD2-13-2-3,Antminer T17+ (vnish 2.0.4), T17+
antMiner-137,1202,47.9 MB,10.12.1.225,10:ad:c5:5b:38:9e,7,M12-POD2-13-sw,4/14/2022 00:39,M12-POD2-13-2-2,Antminer T17+ (vnish 2.0.4), T17+
antMiner-134,1202,48.0 MB,10.12.1.226,0e:57:39:e4:b8:e2,6,M12-POD2-13-sw,4/14/2022 00:39,M12-POD2-13-2-1,Antminer S17+ (vnish 2.0.4), S17+
antMiner-9,1202,45.7 MB,10.12.1.227,e2:66:50:07:15:7b,1,M12-POD2-13-sw,4/14/2022 00:39,M12-POD2-13-1-1,Antminer S17+ (vnish 2.0.4), S17+
antMiner-36,1202,44.7 MB,10.12.1.230,00:d5:74:92:2b:6d,4,M12-POD2-13-sw,4/14/2022 00:39,M12-POD2-13-1-4,Antminer T17+ (vnish 2.0.4), T17+
antMiner-276,1202,41.9 MB,10.12.1.233,c6:c5:fa:a7:7e:08,11,M12-POD2-06-sw,4/14/2022 00:39,M12-POD2-6-3-1,Antminer T17+ (vnish 2.0.4), T17+
antMiner-249,1202,52.3 MB,10.12.1.236,8e:66:89:40:fb:8e,12,M12-POD2-06-sw,4/14/2022 00:39,M12-POD2-6-3-2,Antminer T17+ (vnish 2.0.4), T17+
antMiner-95,1202,2.7 MB,10.12.1.238,ac:4d:20:fd:db:1d,20,M12-POD2-15-sw,4/14/2022 00:39,M12-POD2-15-4-5,Antminer,Stock
antMiner-94,1202,46.1 MB,10.12.1.241,80:71:45:c6:5f:ff,17,M12-POD2-15-sw,4/14/2022 00:39,M12-POD2-15-4-2,Antminer S17+ (vnish 2.0.4), S17+
antMiner-88,1202,46.6 MB,10.12.1.242,84:50:f5:af:72:4a,16,M12-POD2-15-sw,4/14/2022 00:39,M12-POD2-15-4-1,Antminer S17+ (vnish 2.0.4), S17+
antMiner-415,1202,48.1 MB,10.12.1.243,30:b2:2a:66:76:cd,11,M12-POD2-15-sw,4/14/2022 00:39,M12-POD2-15-3-1,Antminer S17+ (vnish 2.0.4), S17+
antMiner-74,1202,47.3 MB,10.12.1.245,f0:11:b4:4e:bf:b5,13,M12-POD2-15-sw,4/14/2022 00:39,M12-POD2-15-3-3,Antminer S17+ (vnish 2.0.4), S17+
antMiner-128,1202,46.4 MB,10.12.1.246,52:3c:c6:e8:e3:d7,10,M12-POD2-15-sw,4/14/2022 00:39,M12-POD2-15-2-5,Antminer T17+ (vnish 2.0.4), T17+
antMiner-358,1202,45.6 MB,10.12.1.247,f6:3f:67:05:28:7a,9,M12-POD2-15-sw,4/14/2022 00:39,M12-POD2-15-2-4,Antminer S17+ (vnish 2.0.4), S17+
antMiner-58,1202,44.0 MB,10.12.1.248,50:05:5b:df:74:39,8,M12-POD2-15-sw,4/14/2022 00:39,M12-POD2-15-2-3,Antminer S17+ (vnish 2.0.4), S17+
antMiner-146,1202,46.8 MB,10.12.1.249,30:62:06:d1:68:17,7,M12-POD2-15-sw,4/14/2022 00:39,M12-POD2-15-2-2,Antminer S17+ (vnish 2.0.4), S17+
antMiner-84,1202,47.8 MB,10.12.1.250,f8:42:91:ed:dd:d8,6,M12-POD2-15-sw,4/14/2022 00:39,M12-POD2-15-2-1,Antminer S17+ (vnish 2.0.4), S17+
antMiner-144,1202,47.1 MB,10.12.1.251,d4:34:af:ec:2c:75,1,M12-POD2-15-sw,4/14/2022 00:39,M12-POD2-15-1-1,Antminer S17+ (vnish 2.0.4), S17+
antMiner-81,1202,46.4 MB,10.12.1.253,96:93:0b:79:8c:21,3,M12-POD2-15-sw,4/14/2022 00:39,M12-POD2-15-1-3,Antminer T17+ (vnish 2.0.4), T17+
antMiner-101,1202,46.4 MB,10.12.2.5,d6:46:c2:e4:44:17,6,M12-POD2-16-sw,4/14/2022 00:39,M12-POD2-16-2-1,Antminer T17+ (vnish 2.0.4), T17+
antMiner-66,1202,40.9 MB,10.12.2.6,d8:e6:9f:1e:f4:68,20,M12-POD2-08-sw,4/14/2022 00:39,M12-POD2-8-4-5,Antminer T17+ (vnish 2.0.4), T17+
antMiner-268,1202,43.2 MB,10.12.2.7,62:8e:55:fc:b8:0d,19,M12-POD2-08-sw,4/14/2022 00:39,M12-POD2-8-4-4,Antminer T17+ (vnish 2.0.4), T17+
antMiner-186,1202,46.2 MB,10.12.2.8,b4:c2:91:68:01:82,17,M12-POD2-08-sw,4/14/2022 00:39,M12-POD2-8-4-2,Antminer T17+ (vnish 2.0.4), T17+
antMiner-114,1202,46.9 MB,10.12.2.9,ac:88:ca:fa:56:81,10,M12-POD2-06-sw,4/14/2022 00:39,M12-POD2-6-2-5,Antminer T17+ (vnish 2.0.4), T17+
antMiner-164,1202,49.9 MB,10.12.2.10,88:f4:1f:fc:95:5c,8,M12-POD2-08-sw,4/14/2022 00:39,M12-POD2-8-2-3,Antminer T17+ (vnish 2.0.4), T17+
antMiner-179,1202,49.1 MB,10.12.2.12,00:f7:1f:f8:05:bf,18,M12-POD2-08-sw,4/14/2022 00:39,M12-POD2-8-4-3,Antminer T17+ (vnish 2.0.4), T17+
antMiner-143,1202,46.1 MB,10.12.2.13,50:51:57:51:0b:0a,16,M12-POD2-08-sw,4/14/2022 00:39,M12-POD2-8-4-1,Antminer T17+ (vnish 2.0.4), T17+
antMiner-248,1202,45.9 MB,10.12.2.16,76:a9:b0:23:8b:ea,20,M12-POD2-16-sw,4/14/2022 00:39,M12-POD2-16-4-5,Antminer T17+ (vnish 2.0.4), T17+
antMiner-168,1202,54.5 MB,10.12.2.17,d8:a4:8e:b6:7f:c2,19,M12-POD2-16-sw,4/14/2022 00:39,M12-POD2-16-4-4,Antminer T17+ (vnish 2.0.4), T17+
antMiner-332,1202,49.9 MB,10.12.2.18,60:26:df:49:84:38,18,M12-POD2-16-sw,4/14/2022 00:39,M12-POD2-16-4-3,Antminer T17+ (vnish 2.0.4), T17+
antMiner-360,1202,46.8 MB,10.12.2.19,92:4b:38:a0:51:e2,17,M12-POD2-16-sw,4/14/2022 00:39,M12-POD2-16-4-2,Antminer S17+ (vnish 2.0.4), S17+
antMiner-289,1202,53.6 MB,10.12.2.20,bc:64:1b:23:54:27,16,M12-POD2-16-sw,4/14/2022 00:39,M12-POD2-16-4-1,Antminer T17+ (vnish 2.0.4), T17+
antMiner-222,1202,42.0 MB,10.12.2.22,e0:65:f9:1e:b1:f4,15,M12-POD2-16-sw,4/14/2022 00:39,M12-POD2-16-3-5,Antminer T17+ (vnish 2.0.4), T17+
antMiner-167,1202,50.2 MB,10.12.2.23,d4:85:35:00:ef:e4,14,M12-POD2-16-sw,4/14/2022 00:39,M12-POD2-16-3-4,Antminer T17+ (vnish 2.0.4), T17+
antMiner-76,1202,55.2 MB,10.12.2.24,e6:b9:b5:13:9b:48,13,M12-POD2-16-sw,4/14/2022 00:39,M12-POD2-16-3-3,Antminer S17+ (vnish 2.0.4), S17+
antMiner-370,1202,45.9 MB,10.12.2.25,b6:ba:c5:da:f3:c9,12,M12-POD2-16-sw,4/14/2022 00:39,M12-POD2-16-3-2,Antminer T17+ (vnish 2.0.4), T17+
antMiner-145,1202,46.6 MB,10.12.2.26,ea:c9:1e:c4:32:64,7,M12-POD2-16-sw,4/14/2022 00:39,M12-POD2-16-2-2,Antminer S17+ (vnish 2.0.4), S17+
antMiner-337,1202,44.5 MB,10.12.2.27,50:32:e9:54:90:17,8,M12-POD2-16-sw,4/14/2022 00:39,M12-POD2-16-2-3,Antminer T17+ (vnish 2.0.4), T17+
antMiner-48,1202,42.2 MB,10.12.2.28,70:91:a8:82:de:80,1,M12-POD2-16-sw,4/14/2022 00:39,M12-POD2-16-1-1,Antminer T17+ (vnish 2.0.4), T17+
antMiner-282,1202,54.7 MB,10.12.2.29,78:7b:31:8b:f8:cc,2,M12-POD2-16-sw,4/14/2022 00:39,M12-POD2-16-1-2,Antminer T17+ (vnish 2.0.4), T17+
antMiner-388,1202,52.4 MB,10.12.2.30,ec:56:f8:e4:fd:0d,3,M12-POD2-16-sw,4/14/2022 00:39,M12-POD2-16-1-3,Antminer S17+ (vnish 2.0.4), S17+
antMiner-175,1202,54.0 MB,10.12.2.31,60:9f:98:14:00:ff,4,M12-POD2-16-sw,4/14/2022 00:39,M12-POD2-16-1-4,Antminer T17+ (vnish 2.0.4), T17+
antMiner-174,1202,50.7 MB,10.12.2.32,c0:8c:95:20:e7:5c,9,M12-POD2-16-sw,4/14/2022 00:39,M12-POD2-16-2-4,Antminer T17+ (vnish 2.0.4), T17+
antMiner-28,1202,46.1 MB,10.12.2.33,62:ac:1a:02:b0:80,10,M12-POD2-16-sw,4/14/2022 00:39,M12-POD2-16-2-5,Antminer T17+ (vnish 2.0.4), T17+
antMiner-354,1202,47.4 MB,10.12.2.34,8e:a8:b4:b8:3a:4b,5,M12-POD2-16-sw,4/14/2022 00:39,M12-POD2-16-1-5,Antminer T17+ (vnish 2.0.4), T17+
antMiner-227,1202,43.3 MB,10.12.2.35,4e:3f:d3:7b:ab:80,11,M12-POD2-02-sw,4/14/2022 00:39,M12-POD2-2-3-1,Antminer T17+ (vnish 2.0.4), T17+
antMiner-150,1202,47.5 MB,10.12.2.36,4e:7d:d2:9b:1b:9d,10,M12-POD2-05-sw,4/14/2022 00:39,M12-POD2-5-2-5,Antminer T17+ (vnish 2.0.4), T17+
antMiner-238,1202,51.4 MB,10.12.2.37,68:9a:fc:60:60:9b,12,M12-POD2-02-sw,4/14/2022 00:39,M12-POD2-2-3-2,Antminer T17+ (vnish 2.0.4), T17+
antMiner-297,1202,43.7 MB,10.12.2.41,8c:20:c9:36:32:4f,10,M12-POD2-04-sw,4/14/2022 00:39,M12-POD2-4-2-5,Antminer T17+ (vnish 2.0.4), T17+
antMiner-378,1202,45.9 MB,10.12.2.42,2e:60:8e:16:c5:fe,9,M12-POD2-04-sw,4/14/2022 00:39,M12-POD2-4-2-4,Antminer T17+ (vnish 2.0.4), T17+
antMiner-385,1202,60.2 MB,10.12.2.43,14:a3:68:16:45:c4,19,M12-POD2-17-sw,4/14/2022 00:39,M12-POD2-17-4-4,Antminer T17+ (vnish 2.0.4), T17+
antMiner-64,1202,47.2 MB,10.12.2.44,2c:f8:d6:51:1c:e8,20,M12-POD2-17-sw,4/14/2022 00:39,M12-POD2-17-4-5,Antminer S17+ (vnish 2.0.4), S17+
antMiner-296,1202,46.6 MB,10.12.2.45,78:d1:8b:a2:38:0b,14,M12-POD2-17-sw,4/14/2022 00:39,M12-POD2-17-3-4,Antminer T17+ (vnish 2.0.4), T17+
antMiner-192,1202,13.6 MB,10.12.2.46,9e:76:7f:a0:a2:73,15,M12-POD2-17-sw,4/14/2022 00:39,M12-POD2-17-3-5,Antminer T17+ (vnish 2.0.4), T17+
antMiner-60,1202,47.3 MB,10.12.2.47,3e:31:4e:28:fe:02,18,M12-POD2-17-sw,4/14/2022 00:39,M12-POD2-17-4-3,Antminer S17+ (vnish 2.0.4), S17+
antMiner-224,1202,43.8 MB,10.12.2.48,82:3a:b4:61:cc:f3,17,M12-POD2-17-sw,4/14/2022 00:39,M12-POD2-17-4-2,Antminer T17+ (vnish 2.0.4), T17+
antMiner-135,1202,55.3 MB,10.12.2.49,56:91:38:b8:6e:e6,16,M12-POD2-17-sw,4/14/2022 00:39,M12-POD2-17-4-1,Antminer S17+ (vnish 2.0.4), S17+
antMiner-47,1202,40.6 MB,10.12.2.52,90:d6:e6:36:ba:b7,11,M12-POD2-17-sw,4/14/2022 00:39,M12-POD2-17-3-1,Antminer T17+ (vnish 2.0.4), T17+
antMiner-131,1202,47.9 MB,10.12.2.53,22:60:9c:91:64:bd,13,M12-POD2-17-sw,4/14/2022 00:39,M12-POD2-17-3-3,Antminer T17+ (vnish 2.0.4), T17+
antMiner-63,1202,43.6 MB,10.12.2.54,e6:78:7b:ea:d9:a4,12,M12-POD2-17-sw,4/14/2022 00:39,M12-POD2-17-3-2,Antminer T17+ (vnish 2.0.4), T17+
